,MC_adjr2,MC_tval,MC_bic,MC_corr,MC by day_adjr2,MC by day_tval,MC by day_bic,MC by day_corr,RW Update_adjr2,RW Update_tval,RW Update_bic,RW Update_corr,RW Update by day_adjr2,RW Update by day_tval,RW Update by day_bic,RW Update by day_corr,ROI
rACC,0.02089388350624366,-36.86483578581991,2898632.8880415196,0.09653274282770168,0.02242656352250194,-42.043882914630856,2898226.6573204016,0.058315655652294573,0.021483560326595597,38.94998300803315,2898488.137599262,0.13887973581155977,0.02216728839629678,41.22465053742693,2898306.8876273776,0.14226907908745895,rACC
dACC,0.020977451830365035,-35.891433499514534,2870151.5299175493,0.09849463376542784,0.02237651036100019,-40.7568135143635,2869780.70869889,0.06090673699436275,0.02177446809193795,38.74941155910007,2869951.8110624845,0.1395285039569271,0.022532257591581506,41.27596526504667,2869750.860720609,0.1432858812317543,dACC
vlPFC,0.016681562258430982,-33.61774310053914,3162570.1006683437,0.08523460503585313,0.018991749996530416,-41.75455240726264,3161960.1781830946,0.04700947755211682,0.019050072384560246,41.95199378397321,3161956.2273912732,0.1342780326460723,0.019785081171910024,44.2235703073348,3161761.86182035,0.13763979300056547,vlPFC
vmPFC,0.019551349731875445,-29.631562429744534,2998738.44461374,0.10261170078786688,0.020622953878226213,-34.09850824323559,2998454.8761909213,0.06838513517705151,0.023828244431606138,44.9327667080821,2997616.3006340587,0.14877757279473286,0.024249692828459013,46.171669115326694,2997504.3251814204,0.15064348888995802,vmPFC
OFCant,0.01938482711189915,-32.32912859960355,2963211.093559255,0.09813361502001575,0.020713216823620817,-37.39421582425799,2962859.588071055,0.06233178562311003,0.022247847799725773,42.5266203928816,2962464.3806804246,0.14334369911710024,0.022758152124102815,44.10058129091056,2962329.0099674375,0.1457007027670214,OFCant
OFClat,0.013967362971903374,-30.779529370099702,2899288.091282903,0.07793659063105264,0.015299930124074379,-36.04947921128025,2898937.4182800697,0.04525888029034508,0.016960094324619757,41.721384398447015,2898511.337399028,0.12782295104359243,0.017599860108952092,43.71121970062694,2898342.525867035,0.13076540195924694,OFClat
OFCmed,0.021874387643058046,-32.03432528890799,2749454.761033665,0.1076285496317546,0.02317671192544868,-37.057673159108155,2749109.2796270405,0.07086574766880731,0.02326981129978123,37.40485583285951,2749096.030259893,0.1421949362276317,0.023808995451170323,39.28252038879407,2748952.846653292,0.14501971326220356,OFCmed
OFCpost,0.016563972017961226,-27.09465996166681,2979935.746001441,0.09491716904446407,0.018088355600000106,-33.73150606659896,2979533.496191331,0.06069925387127691,0.02098597857186779,43.699531234884525,2978778.621122807,0.14074889167521046,0.021952844560055307,46.56041768682506,2978522.407154202,0.14496456012345194,OFCpost
dmPFC,0.015162059674908135,-31.448769140097504,3405192.956055455,0.0821835816800623,0.01670865411365241,-37.39555050336066,3404785.4221029878,0.04788237095994524,0.018110754858673306,42.09158517284699,3404426.8742111023,0.13152117518438514,0.01867377744565324,43.83477938760526,3404278.1441523586,0.13410797287609202,dmPFC
dlPFC,0.015577915830331412,-30.76055324204883,3537198.323567127,0.08523254260362313,0.017267836844646056,-37.33275956913329,3536752.801740853,0.05026070416975514,0.018106272656157607,40.216249223453076,3536542.9422699097,0.13057952861478178,0.018601627577804147,41.821563360818516,3536412.092651864,0.13297446399521998,dlPFC
MFG,0.014142312217042208,-31.168324027697953,3558554.9013269655,0.07817831672329544,0.01621435314961206,-38.98263664233734,3558009.3296868876,0.04251428952504121,0.015593261026941807,36.82515658567289,3558184.4504545587,0.12098976621949688,0.016116003845531357,38.65979992914887,3558046.716910076,0.12372300321956946,MFG
IFG,0.01704371903040902,-34.6060738763696,3265179.813201231,0.08482373292353812,0.019635708828878884,-43.43168356329972,3264495.140188869,0.04536678094612999,0.017215339230135185,35.271446288361304,3265146.001373287,0.12462157262398849,0.017731787095796925,37.16263404511752,3265009.7022246155,0.12745252430885848,IFG
